step,population,nonrenewableResourceFractionRemaining,serviceOutput,foodPerCapita,industrialOutputPerCapita,indexOfPersistentPollution,lifeExpectancy,crudeBirthRate,crudeDeathRate,arableLand,landYield
1972.0,0.2618526204390032,0.916191116803191,0.3900379060249901,0.34938400902485567,0.10327890526048879,0.030831514575579984,0.5660000011641151,0.716144339889974,0.39091346159643414,0.48693652635333706,0.5918727031853733
1973.0,0.2661725003943328,0.9130805547809012,0.39062673881494636,0.3549245726683364,0.10656230223009105,0.03186593929788416,0.5695035216795834,0.711870681045279,0.3872781743866475,0.4916062340409581,0.5968218224161951
1974.0,0.2705544799527162,0.9098685353083116,0.3912023654144669,0.3604780671152678,0.10993554659691133,0.032944877192629174,0.5730714658604474,0.7075013252026394,0.3835754704802031,0.496331866916195,0.6017567430481132
1975.0,0.27499903920322716,0.9065525508048987,0.391767099503709,0.366044556777052,0.11339883528128555,0.034073809047231576,0.5767673849965728,0.7030472707037068,0.37980546859498404,0.5011224299780406,0.6066695809853876
1976.0,0.2795241851781382,0.9031300461566438,0.3922992504010876,0.37160060884632595,0.11695262898557285,0.03524921165513789,0.5805800627134723,0.6996424437639306,0.3758675280422532,0.5059865273672303,0.6115540391971761
1977.0,0.2841329967347568,0.8995984200050618,0.3928017711704888,0.3771418468008145,0.12059773521537984,0.036470773529696195,0.5845006094381652,0.6962101669798321,0.3717978945874835,0.510931705363172,0.6164092961486417
1978.0,0.28882715032365514,0.8959550329387916,0.3932762255949547,0.3826658931309774,0.12433507814538665,0.0377400150353888,0.5885254253836989,0.6926586265496053,0.36760929627451083,0.5159652250200757,0.6212296853030032
1979.0,0.2936085327689228,0.8921972067578631,0.3937228369018617,0.3881701469688783,0.1281656719498814,0.03905944423409395,0.5926509333269976,0.6890034575460077,0.36330567211885295,0.5210939671233269,0.6260083945561654
1980.0,0.29847914254076435,0.8883222244691112,0.3942338058274595,0.3936518789123101,0.13209060669760928,0.0404320361770364,0.596915254368631,0.6852529195070497,0.358891102035917,0.5262649874842736,0.6309577766885373
1981.0,0.3034419146943639,0.8843273307096827,0.394715080035557,0.3991119113036128,0.13611103315107417,0.04186091378329366,0.6012724489552789,0.6814162443710599,0.3543175863891374,0.5314808079371002,0.6359289938365184
1982.0,0.3084990419744863,0.8802096831032107,0.3951315165953047,0.4045470443130118,0.14022847429319943,0.04334915578802677,0.6057035752034662,0.6774962968917305,0.34964261878918096,0.5367579755674815,0.640846340421754
1983.0,0.31365228847135196,0.875915903015351,0.3953995990173877,0.409901659261694,0.14450046925612023,0.044899686122925976,0.6092169187913478,0.6734858645997506,0.3448897289247288,0.5420945286467772,0.6455748231276659
1984.0,0.31887922072189306,0.871432834426044,0.395604495389083,0.4152022463125107,0.1489265545177147,0.04651527880570321,0.6125877790374633,0.6691351290077625,0.3413036548396981,0.5474931915891186,0.6501980144805618
1985.0,0.3241759417633006,0.8667567393922114,0.3957614325742743,0.42046374331761693,0.15349566922131436,0.04819856057314126,0.6160116546961857,0.6646819359125645,0.3379012986699039,0.5529628705155499,0.6547193905152522
1986.0,0.32954351223671097,0.8618835768558911,0.39587247503115736,0.4256920016340241,0.1581997652433741,0.04995277809850795,0.6194921333309372,0.6601937253332538,0.3344358042029609,0.5585125048390439,0.6591315422169863
1987.0,0.33498309517281055,0.856809120817631,0.3959398744541044,0.43089049503329624,0.16303302950141463,0.051781987574142284,0.6230305696529491,0.6556712233378389,0.33090361479368696,0.5641506003320983,0.6634283119878863
1988.0,0.340495784414091,0.8515290051686437,0.3959648789581906,0.4360611927191557,0.16799130452881267,0.05369087007617238,0.6266266766058165,0.6511076866579135,0.32730401603294906,0.5698853134898866,0.6676023628350264
1989.0,0.34607095370290875,0.8460387546134849,0.39596130843362914,0.44121981792606135,0.1730716618668305,0.05568444698699807,0.629468404282401,0.6465155864003718,0.32431753833165805,0.5757244296653216,0.6716455876364615
1990.0,0.35168086549662786,0.840333640924046,0.3959588868150482,0.44640293937956393,0.17827217272673582,0.05776781047943556,0.6315577741321587,0.6418247213529562,0.3227904863912622,0.5816752414056345,0.6755463925727353
